pickupOwnerFirstName,pickupOwnerLastName,pickupOwnerStreet,pickupOwnerCity,pickupOwnerState,pickupOwnerPostal,pickupOwnerCountry,pickupOwnerEmail,pickupOwnerPhone,pickupLatitude,pickupLongitude,pickupCategories,pickupAt,pickupTimeZoneId,recipientOwnerFirstName,recipientOwnerLastName,recipientOwnerStreet,recipientOwnerCity,recipientOwnerState,recipientOwnerPostal,recipientOwnerCountry,recipientOwnerEmail,recipientOwnerPhone,recipientLatitude,recipientLongitude,recipientRestrictions,recipientSunday,recipientMonday,recipientTuesday,recipientWednesday,recipientThursday,recipientFriday,recipientSaturday
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Nellie,Sievers,2569 Thunder Road,San Francisco,CA,94111,US,NellieJSievers@jourrapide.com,650-545-2880,37.779635,-122.472903,51,33890,51447,43375,56961,54742,56823,11897
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Malcolm,Miller,2423 Hide A Way Road,San Francisco,CA,94108,US,MalcolmMMiller@rhyta.com,408-250-3296,37.858833,-122.402985,51,26020,62416,54177,19894,49322,28599,3450
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Charles,Wilson,255 Davis Avenue,San Francisco,CA,94107,US,CharlesMWilson@cuvox.de,707-759-0206,37.811387,-122.386662,51,37522,53190,53260,64151,39861,21907,13038
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Gerald,White,4265 Boring Lane,San Francisco,CA,94110,US,GeraldMWhite@cuvox.de,415-641-0697,37.688168,-122.407919,56,19106,50177,17682,8835,357,46142,24248
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Patricia,Baxter,1445 Friendship Lane,San Francisco,CA,94108,US,PatriciaTBaxter@gustr.com,408-674-2510,37.800436,-122.398329,57,27539,37530,31862,48821,59468,31303,30971
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Marcie,Pennington,452 Duck Creek Road,San Francisco,CA,94105,US,MarcieTPennington@dayrep.com,650-763-7754,37.69467,-122.317639,58,25146,59549,45245,28129,58727,1242,28068
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Colby,Nino,4510 Delaware Avenue,San Francisco,CA,94104,US,ColbyGNino@gustr.com,415-276-7568,37.805498,-122.485115,58,41943,4557,13468,63701,15949,6677,35953
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Margaret,Danis,492 Harrison Street,San Francisco,CA,94107,US,MargaretRDanis@cuvox.de,415-515-0161,37.867356,-122.440484,58,10932,50063,4579,40850,20836,62623,38264
Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,37.763379,37.763379,36,Wed Nov 23 16:00:00 MST 2016,America/Los_Angeles,Gordon,Merchant,1680 Boring Lane,San Francisco,CA,94108,US,GordonMMerchant@gustr.com,415-675-8020,37.879697,-122.407841,58,20447,62856,35392,38379,49283,2735,13427
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,David,Austin,4164 Roosevelt Street,San Francisco,CA,94108,US,DavidMAustin@superrito.com,415-434-0591,37.724295,-122.351623,0,45943,26253,65344,53784,56325,41518,12856
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Walter,Osborne,3376 Larry Street,San Francisco,CA,94107,US,WalterSOsborne@dayrep.com,415-226-7893,37.805788,-122.403222,0,36024,48588,50997,29719,36505,24883,33194
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,37.776092,-122.373067,0,36971,44747,58771,3085,36492,40968,21843
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Lou,Rose,2923 Jim Rosa Lane,San Francisco,CA,94112,US,LouRRose@armyspy.com,415-841-5259,37.659933,-122.498791,0,56714,50299,7702,5671,38533,32109,38899
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Mariana,Summers,4991 Locust View Drive,San Francisco,CA,94108,US,MarianaJSummers@einrot.com,415-954-6888,37.840196,-122.472547,0,63406,5288,38197,50711,18735,14071,33556
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Latisha,Brawley,3054 Boring Lane,San Francisco,CA,94105,US,LatishaBBrawley@rhyta.com,415-680-0530,37.732403,-122.321531,1,12356,63704,2878,35488,49586,20598,7261
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Edwin,Ingram,3086 Jim Rosa Lane,San Francisco,CA,94108,US,EdwinVIngram@teleworm.us,415-834-3217,37.699471,-122.474117,3,63057,15276,11938,21824,19664,62825,1396
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Christopher,Armer,3421 Duck Creek Road,San Francisco,CA,94108,US,ChristopherMArmer@armyspy.com,650-766-1028,37.780068,-122.450153,3,48285,39118,8451,29064,2082,52236,40408
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Amy,Doyle,4916 Duck Creek Road,San Francisco,CA,94108,US,AmyJDoyle@superrito.com,650-862-7394,37.777973,-122.396762,4,25807,3165,34551,21607,34771,61855,45188
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Beverly,Caldwell,4352 Harrison Street,San Francisco,CA,94107,US,BeverlyJCaldwell@gustr.com,415-531-7726,37.731712,-122.451843,6,57140,53437,12793,63867,10267,43490,12159
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Tanya,Matthews,1780 Black Oak Hollow Road,San Francisco,CA,94107,US,TanyaKMatthews@teleworm.us,408-702-0996,37.809052,-122.483365,7,44536,44382,19514,12035,18094,41561,55924
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,37.820849,-122.463945,7,35999,55577,43824,24563,37453,35693,29101
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Kristen,Brown,4125 Friendship Lane,San Francisco,CA,94108,US,KristenMBrown@superrito.com,408-607-5735,37.72559,-122.41759,10,52531,51199,20519,8975,3731,57258,60789
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Michael,Carter,1591 Delaware Avenue,San Francisco,CA,94107,US,MichaelDCarter@gustr.com,415-308-3956,37.78668,-122.429534,12,297,30906,45183,61045,54351,28101,22471
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Johnny,Messina,1977 Thunder Road,San Francisco,CA,94107,US,JohnnyKMessina@cuvox.de,650-549-2744,37.842799,-122.337975,13,43128,51673,9833,28452,63466,40114,20725
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Betty,Boatner,1751 Locust View Drive,San Francisco,CA,94118,US,BettyJBoatner@gustr.com,415-933-0390,37.798731,-122.402145,14,46963,63964,15272,24071,41230,44942,48832
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Palmer,Morales,1769 Wolf Pen Road,San Francisco,CA,94143,US,PalmerAMorales@teleworm.us,650-452-1546,37.821059,-122.462214,15,2727,48249,25889,61978,55248,53691,7773
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,David,Farnsworth,3824 Rose Street,San Francisco,CA,94103,US,DavidLFarnsworth@cuvox.de,707-988-1568,37.747542,-122.39851,15,3222,10431,9821,52945,35790,22274,41395
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Lucille,Gunn,2006 Roosevelt Street,San Francisco,CA,94115,US,LucilleJGunn@superrito.com,415-409-4133,37.703271,-122.4128,15,54578,51070,22439,27200,65461,60008,41993
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Edmund,Garcia,1305 Rardin Drive,San Francisco,CA,94143,US,EdmundHGarcia@fleckens.hu,650-690-8484,37.718336,-122.364694,17,25706,6507,32459,10458,22536,19717,58031
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Vicki,Smith,2653 Rardin Drive,San Francisco,CA,94107,US,VickiNSmith@rhyta.com,650-722-6966,37.77166,-122.422537,18,64070,21660,49650,32189,8770,54901,65307
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,37.808,-122.412075,20,57385,34907,30489,42567,855,32389,2090
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Manuela,Forster,1128 Wolf Pen Road,San Francisco,CA,94107,US,ManuelaDForster@jourrapide.com,650-362-9859,37.765989,-122.363051,21,51194,50351,33200,40792,17682,12459,18070
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Janet,Hardison,1235 Roosevelt Street,San Francisco,CA,94103,US,JanetDHardison@einrot.com,415-462-8764,37.856242,-122.463519,21,1548,56431,57624,41432,35225,40400,37806
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Stacey,Sutton,4701 Davis Avenue,San Francisco,CA,94103,US,StaceyMSutton@gustr.com,707-667-5226,37.68604,-122.435187,21,58095,22057,17242,47611,17606,36896,31592
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Brian,Manchester,473 Duck Creek Road,San Francisco,CA,94107,US,BrianMManchester@dayrep.com,650-749-1367,37.785606,-122.471976,21,15074,58315,27282,28191,30806,41895,37388
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Kathryn,McDuffie,2231 Thunder Road,San Francisco,CA,94104,US,KathrynJMcDuffie@superrito.com,650-581-3448,37.767316,-122.330088,22,38040,19293,35945,6113,13394,38655,31496
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Loren,May,842 Sycamore Street,San Francisco,CA,94107,US,LorenJMay@armyspy.com,408-849-9471,37.760203,-122.484073,23,59791,15481,24937,14785,10336,32164,56676
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Saundra,Turner,4592 Wolf Pen Road,San Francisco,CA,94107,US,SaundraKTurner@rhyta.com,650-400-4902,37.832349,-122.326814,25,56318,15741,10238,12595,59347,65495,44597
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Lauren,Morning,4646 Friendship Lane,San Francisco,CA,94104,US,LaurenOMorning@fleckens.hu,408-564-6856,37.783724,-122.350426,28,35226,57487,20706,33320,52312,20513,23415
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Steven,Sevilla,4642 Station Street,San Francisco,CA,94104,US,StevenSSevilla@jourrapide.com,510-921-4898,37.70632,-122.35255,28,19667,61279,955,25541,61881,15320,16054
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Blanche,Vos,4563 Delaware Avenue,San Francisco,CA,94107,US,BlancheMVos@fleckens.hu,415-233-5273,37.685014,-122.431539,29,32845,24701,41331,3585,48931,6316,42633
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,David,Ahrens,3118 Larry Street,San Francisco,CA,94107,US,DavidGAhrens@superrito.com,415-228-3933,37.692432,-122.364535,29,8716,55679,21240,15978,22384,10215,20705
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,37.80248,-122.439052,29,25586,48220,24415,26814,895,58983,29148
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Kathy,Myers,1327 Emily Renzelli Boulevard,San Francisco,CA,94107,US,KathyTMyers@dayrep.com,831-703-5247,37.827523,-122.343225,31,49921,29039,10499,5992,27279,45800,56851
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Karla,Isaac,2736 Beech Street,San Francisco,CA,94124,US,KarlaRIsaac@cuvox.de,925-800-2525,37.640002,-122.30311,35,9128,38922,37075,11121,23916,43586,3886
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Jackson,McBride,2592 Jim Rosa Lane,San Francisco,CA,94108,US,JacksonSMcBride@fleckens.hu,415-788-7377,37.787939,-122.395753,35,41264,5212,56734,27261,61579,63387,34891
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Mary,Lininger,470 Roosevelt Street,San Francisco,CA,94107,US,MaryJLininger@dayrep.com,415-375-7962,37.803035,-122.331815,40,8742,54845,21505,44402,19261,9062,18753
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Norma,Irish,2198 Locust View Drive,San Francisco,CA,94143,US,NormaCIrish@dayrep.com,415-972-7097,37.726507,-122.360015,40,32222,43947,31802,11384,29557,15780,60146
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Charles,Fields,1307 Roosevelt Street,San Francisco,CA,94115,US,CharlesMFields@teleworm.us,415-359-7985,37.78253,-122.476017,40,32097,60189,8001,35754,24448,23423,45687
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Steven,Brown,2440 Wayside Lane,San Francisco,CA,94107,US,StevenMBrown@jourrapide.com,510-322-4900,37.710084,-122.356996,40,58184,52060,239,26028,25683,30538,3275
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Tina,Hursey,730 Clifford Street,San Francisco,CA,94105,US,TinaWHursey@armyspy.com,510-629-2177,37.821961,-122.397985,48,52113,44782,19608,41650,17428,8476,1980
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Patricia,Baxter,1445 Friendship Lane,San Francisco,CA,94108,US,PatriciaTBaxter@gustr.com,408-674-2510,37.800436,-122.398329,57,27539,37530,31862,48821,59468,31303,30971
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Marcie,Pennington,452 Duck Creek Road,San Francisco,CA,94105,US,MarcieTPennington@dayrep.com,650-763-7754,37.69467,-122.317639,58,25146,59549,45245,28129,58727,1242,28068
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Colby,Nino,4510 Delaware Avenue,San Francisco,CA,94104,US,ColbyGNino@gustr.com,415-276-7568,37.805498,-122.485115,58,41943,4557,13468,63701,15949,6677,35953
Floyd,Correa,3898 Harrison Street,San Francisco,CA,94143,US,FloydOCorrea@gustr.com,415-512-9736,37.720393,37.720393,36,Mon Nov 21 12:00:00 MST 2016,America/Los_Angeles,Scottie,Scoles,1819 Davis Avenue,San Francisco,CA,94103,US,ScottieLScoles@armyspy.com,707-750-0880,37.760532,-122.349672,59,43666,17288,62151,56125,49650,10449,26246
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,David,Austin,4164 Roosevelt Street,San Francisco,CA,94108,US,DavidMAustin@superrito.com,415-434-0591,37.724295,-122.351623,0,45943,26253,65344,53784,56325,41518,12856
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Buddy,Rossi,1686 Locust View Drive,San Francisco,CA,94143,US,BuddyBRossi@fleckens.hu,415-908-6795,37.703638,-122.426141,0,47627,26884,48776,18254,9761,47322,55649
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Richard,Berkey,4623 Locust View Drive,San Francisco,CA,94108,US,RichardTBerkey@gustr.com,415-989-3660,37.801114,-122.446785,0,53384,55410,63746,20188,43435,51099,24603
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,37.776092,-122.373067,0,36971,44747,58771,3085,36492,40968,21843
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Benjamin,Hunter,2265 Station Street,San Francisco,CA,94104,US,BenjaminPHunter@einrot.com,510-921-8576,37.865995,-122.370278,0,28738,44791,28787,11267,42759,52418,2489
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Mariana,Summers,4991 Locust View Drive,San Francisco,CA,94108,US,MarianaJSummers@einrot.com,415-954-6888,37.840196,-122.472547,0,63406,5288,38197,50711,18735,14071,33556
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Latisha,Brawley,3054 Boring Lane,San Francisco,CA,94105,US,LatishaBBrawley@rhyta.com,415-680-0530,37.732403,-122.321531,1,12356,63704,2878,35488,49586,20598,7261
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,37.747288,-122.421049,2,20665,46421,5094,62704,15495,45761,28300
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Carol,Payne,484 Ella Street,San Francisco,CA,94107,US,CarolTPayne@gustr.com,650-297-9398,37.769981,-122.350975,2,30335,22882,19101,56170,36300,40347,63077
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Edwin,Ingram,3086 Jim Rosa Lane,San Francisco,CA,94108,US,EdwinVIngram@teleworm.us,415-834-3217,37.699471,-122.474117,3,63057,15276,11938,21824,19664,62825,1396
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Christopher,Armer,3421 Duck Creek Road,San Francisco,CA,94108,US,ChristopherMArmer@armyspy.com,650-766-1028,37.780068,-122.450153,3,48285,39118,8451,29064,2082,52236,40408
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Beverly,Caldwell,4352 Harrison Street,San Francisco,CA,94107,US,BeverlyJCaldwell@gustr.com,415-531-7726,37.731712,-122.451843,6,57140,53437,12793,63867,10267,43490,12159
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,37.714836,-122.454649,10,31439,28978,45416,44712,29994,8145,48880
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,37.747961,-122.399628,11,24041,43953,45287,15540,3939,50902,59352
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Ira,Maxwell,1909 Wolf Pen Road,San Francisco,CA,94107,US,IraIMaxwell@cuvox.de,650-403-6015,37.786753,-122.467571,11,47265,10065,2860,57440,10681,23294,64780
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Joyce,English,3773 Hillview Drive,San Francisco,CA,94103,US,JoyceJEnglish@jourrapide.com,707-216-2473,37.71993,-122.327499,12,63305,62423,39400,1035,33511,12428,46608
Sara,Tobar,1801 Roosevelt Street,San Francisco,CA,94143,US,SaraWTobar@rhyta.com,415-357-3472,37.826201,37.826201,23,Sun Nov 20 21:00:00 MST 2016,America/Los_Angeles,Daniel,Huffman,208 Rardin Drive,San Francisco,CA,94104,US,DanielAHuffman@rhyta.com,650-645-8239,37.714754,-122.350262,12,37177,64594,32810,57060,48859,59423,51232
